opportunity_id,account_name,account_specialty,account_state,account_providers,stage,win_probability,amount,products,lead_source,owner,region,created_date,close_date,days_in_stage
006312096573,Coastal Orthopedic Medical Center,Orthopedic Surgery,NM,2,Demo Complete,0.40,139000.00,EHR + PM,Content Download,Jennifer Ruiz,Southwest,2026-01-13,2026-06-19,45
006937738351,Advanced Plastic Medical Practice,Plastic Surgery,GA,1,Prospecting,0.10,117500.00,Full Suite,Existing Customer Expansion,Marcus Williams,Southeast,2025-11-17,2026-01-04,40
006120204897,River Orthopedic Practice,Orthopedic Surgery,OK,5,Negotiation,0.70,170700.00,EHR + PM,Conference,Jennifer Ruiz,Southwest,2026-01-03,2026-04-30,45
006148626783,Premier Otolaryngology Medical Associates,Otolaryngology,AR,1,Proposal Sent,0.55,43400.00,EHR + PM,Content Download,Marcus Williams,Southeast,2026-02-19,2026-05-09,6
006504597461,Summit Otolaryngology Medical Associates,Otolaryngology,CA,5,Discovery,0.20,74500.00,EHR + PM,Content Download,Alex Morrison,West,2025-12-16,2026-04-02,10
006964396324,Bay Area Pain Practice,Pain Management,NE,2,Prospecting,0.10,77400.00,Full Suite,Partner,David Kim,Midwest,2025-09-25,2025-11-29,37
006643221315,Summit Podiatry Specialty Group,Podiatry,MA,2,Discovery,0.20,58600.00,EHR + PM + RCM,Content Download,Sarah Chen,Northeast,2025-11-08,2026-01-19,12
006450866404,Summit Otolaryngology Medical Associates,Otolaryngology,TX,3,Verbal Commit,0.85,47600.00,EHR + PM + RCM,Content Download,Jennifer Ruiz,Southwest,2025-11-08,2026-04-18,42
006857335026,Highland Otolaryngology Clinic,Otolaryngology,OK,2,Negotiation,0.70,82400.00,EHR + PM + RCM,Webinar,Jennifer Ruiz,Southwest,2025-09-12,2026-01-25,44
006128024514,Summit Otolaryngology Institute,Otolaryngology,HI,5,Demo Complete,0.40,99000.00,Full Suite,Content Download,Alex Morrison,West,2025-09-28,2026-01-02,30
006783037220,Palm Gastroenterology Practice,Gastroenterology,NV,3,Prospecting,0.10,176100.00,EHR + PM,Inbound Web,Alex Morrison,West,2025-10-01,2026-02-12,10
006255592813,Advanced Gastroenterology Institute,Gastroenterology,NM,3,Discovery,0.20,176100.00,EHR + PM + RCM,Outbound BDR,Jennifer Ruiz,Southwest,2025-10-26,2025-12-16,33
006710712076,River Pain Medical Center,Pain Management,OH,3,Discovery,0.20,79600.00,EHR + PM,Webinar,David Kim,Midwest,2026-02-24,2026-06-17,4
006735227587,Sunrise Pain Practice,Pain Management,RI,2,Prospecting,0.10,73500.00,EHR + PM + RCM,Webinar,Sarah Chen,Northeast,2025-12-23,2026-01-30,30
006723235550,Summit Orthopedic Healthcare Partners,Orthopedic Surgery,MS,5,Demo Complete,0.40,170500.00,EHR + PM + RCM,Inbound Web,Marcus Williams,Southeast,2025-09-26,2026-01-01,19
006567484844,Highland Podiatry Medical Associates,Podiatry,KY,5,Prospecting,0.10,53900.00,EHR + PM + RCM,Existing Customer Expansion,Marcus Williams,Southeast,2025-10-04,2025-12-10,26
006354219971,Lakeside Orthopedic Center for Excellence,Orthopedic Surgery,TX,12,Demo Scheduled,0.30,187500.00,EHR + PM + RCM,Partner,Jennifer Ruiz,Southwest,2026-02-12,2026-03-30,8
006874615751,Central Pain Practice,Pain Management,WA,8,Discovery,0.20,81700.00,Full Suite,Partner,Alex Morrison,West,2025-10-05,2025-12-18,11
006851389284,Bay Area Plastic Clinic,Plastic Surgery,NM,5,Prospecting,0.10,71500.00,EHR + PM + RCM,Outbound BDR,Jennifer Ruiz,Southwest,2025-12-01,2026-01-08,23
006129476025,Palm Orthopedic Practice,Orthopedic Surgery,LA,5,Discovery,0.20,94900.00,RCM Only,Inbound Web,Marcus Williams,Southeast,2025-12-29,2026-05-14,22
006196425169,Premier Podiatry Healthcare Partners,Podiatry,HI,8,Prospecting,0.10,30300.00,EHR + PM,Webinar,Alex Morrison,West,2026-01-19,2026-05-19,25
006910474932,Sunrise Urology Healthcare Partners,Urology,KS,3,Demo Complete,0.40,51700.00,Full Suite,Partner,David Kim,Midwest,2026-02-08,2026-07-23,8
006757623807,Heritage Pain Specialty Group,Pain Management,KS,12,Prospecting,0.10,65800.00,EHR + PM,Content Download,David Kim,Midwest,2025-12-16,2026-02-14,14
006694618999,Lakeside Podiatry Clinic,Podiatry,ME,1,Negotiation,0.70,45700.00,Full Suite,Referral,Sarah Chen,Northeast,2026-01-31,2026-04-01,18
006198214073,Valley Gastroenterology Medical Practice,Gastroenterology,AZ,2,Discovery,0.20,79500.00,EHR + PM,Existing Customer Expansion,Jennifer Ruiz,Southwest,2025-09-29,2025-12-23,38
006935565621,Metro Ophthalmology Medical Center,Ophthalmology,VT,1,Prospecting,0.10,86900.00,EHR + PM + RCM,Outbound BDR,Sarah Chen,Northeast,2026-01-30,2026-04-30,27
006853487752,Central Ophthalmology Institute,Ophthalmology,WV,8,Demo Scheduled,0.30,83600.00,EHR + PM + RCM,Inbound Web,Marcus Williams,Southeast,2025-09-23,2026-01-01,18
006888766328,Premier Podiatry Clinic,Podiatry,NE,1,Negotiation,0.70,54500.00,Full Suite,Outbound BDR,David Kim,Midwest,2026-01-19,2026-05-28,11
006899593316,Lakeside Podiatry Medical Practice,Podiatry,GA,2,Demo Complete,0.40,40200.00,EHR + PM,Content Download,Marcus Williams,Southeast,2025-09-23,2025-10-23,19
006358014209,Sunrise Orthopedic Medical Practice,Orthopedic Surgery,AZ,2,Discovery,0.20,143900.00,EHR + PM + RCM,Existing Customer Expansion,Jennifer Ruiz,Southwest,2025-10-26,2026-01-10,43
006904839462,Valley Dermatology Specialty Group,Dermatology,TX,5,Demo Complete,0.40,89300.00,EHR,Webinar,Jennifer Ruiz,Southwest,2025-11-29,2026-04-12,34
006368445544,Premier Podiatry Specialty Group,Podiatry,WY,3,Closed Won,1.00,55100.00,EHR + PM + RCM,Webinar,Alex Morrison,West,2025-09-23,2026-01-07,23
006146047406,Premier Pain Medical Practice,Pain Management,OH,5,Discovery,0.20,30700.00,Full Suite,Inbound Web,David Kim,Midwest,2026-01-14,2026-07-10,38
006903505163,Lakeside Ophthalmology Specialty Group,Ophthalmology,NH,3,Demo Scheduled,0.30,69700.00,EHR + PM + RCM,Content Download,Sarah Chen,Northeast,2026-02-09,2026-07-15,19
006401153695,Highland Orthopedic Center for Excellence,Orthopedic Surgery,FL,2,Prospecting,0.10,188600.00,RCM Only,Outbound BDR,Marcus Williams,Southeast,2025-10-14,2026-01-05,38
006769504609,Summit Ophthalmology Specialty Group,Ophthalmology,AK,1,Discovery,0.20,86300.00,EHR + PM + RCM,Webinar,Alex Morrison,West,2025-10-03,2025-12-03,40
006136088594,Highland Ophthalmology Medical Practice,Ophthalmology,NM,3,Negotiation,0.70,57000.00,EHR + PM,Conference,Jennifer Ruiz,Southwest,2025-11-18,2026-05-08,8
006797529247,Bay Area Podiatry Specialists,Podiatry,NM,2,Demo Complete,0.40,58400.00,EHR + PM,Webinar,Jennifer Ruiz,Southwest,2025-09-05,2026-02-27,4
006743186629,Highland Urology Healthcare Partners,Urology,NY,2,Discovery,0.20,54500.00,Full Suite,Conference,Sarah Chen,Northeast,2025-10-30,2026-03-06,23
006179799745,Premier Ophthalmology Practice,Ophthalmology,TX,12,Prospecting,0.10,109600.00,EHR + PM + RCM,Inbound Web,Jennifer Ruiz,Southwest,2026-02-07,2026-05-23,14
006799444341,Mountain Dermatology Medical Practice,Dermatology,LA,2,Demo Scheduled,0.30,104300.00,Full Suite,Partner,Marcus Williams,Southeast,2025-10-20,2026-03-05,13
006911686712,Palm Plastic Medical Practice,Plastic Surgery,KS,2,Discovery,0.20,50100.00,Full Suite,Partner,David Kim,Midwest,2025-09-02,2025-11-05,44
006658523873,Central Podiatry Center for Excellence,Podiatry,CO,3,Prospecting,0.10,42800.00,Full Suite,Webinar,Alex Morrison,West,2026-02-06,2026-07-03,16
006317627106,Palm Ophthalmology Medical Associates,Ophthalmology,MS,1,Demo Scheduled,0.30,65900.00,EHR,Outbound BDR,Marcus Williams,Southeast,2026-01-16,2026-03-20,38
006562034937,Highland Orthopedic Practice,Orthopedic Surgery,TX,2,Discovery,0.20,139500.00,EHR,Webinar,Jennifer Ruiz,Southwest,2025-09-22,2025-12-04,41
006573106746,Palm Podiatry Medical Associates,Podiatry,MT,5,Demo Complete,0.40,46600.00,RCM Only,Conference,Alex Morrison,West,2025-12-07,2026-05-27,26
006304865912,Heritage Otolaryngology Clinic,Otolaryngology,CT,5,Prospecting,0.10,72200.00,EHR + PM,Content Download,Sarah Chen,Northeast,2026-01-26,2026-05-24,7
006230346883,Highland Pain Clinic,Pain Management,VA,2,Prospecting,0.10,27000.00,EHR,Outbound BDR,Marcus Williams,Southeast,2025-10-03,2025-11-04,28
006646133528,River Otolaryngology Medical Center,Otolaryngology,NM,2,Prospecting,0.10,82900.00,EHR + PM + RCM,Conference,Jennifer Ruiz,Southwest,2025-10-17,2026-02-02,11
006150020103,Sunrise Pain Specialists,Pain Management,OK,1,Proposal Sent,0.55,27200.00,EHR,Webinar,Jennifer Ruiz,Southwest,2026-01-07,2026-03-30,10
006874530633,Palm Dermatology Practice,Dermatology,CO,5,Closed Won,1.00,119500.00,EHR + PM,Existing Customer Expansion,Alex Morrison,West,2025-09-29,2025-12-11,1
006534431268,Valley Podiatry Clinic,Podiatry,WY,5,Discovery,0.20,55500.00,EHR + PM,Referral,Alex Morrison,West,2025-12-15,2026-04-30,12
006475334957,Bay Area Otolaryngology Medical Practice,Otolaryngology,MI,2,Demo Complete,0.40,76100.00,RCM Only,Partner,David Kim,Midwest,2026-02-03,2026-04-26,22
006135517399,Highland Podiatry Specialists,Podiatry,NM,2,Proposal Sent,0.55,24900.00,EHR,Partner,Jennifer Ruiz,Southwest,2025-10-04,2026-02-20,1
006726966292,Highland Orthopedic Medical Center,Orthopedic Surgery,CT,3,Prospecting,0.10,197900.00,EHR,Referral,Sarah Chen,Northeast,2026-01-28,2026-03-14,19
006171696078,Lakeside Urology Healthcare Partners,Urology,WA,5,Proposal Sent,0.55,59200.00,EHR + PM + RCM,Referral,Alex Morrison,West,2026-01-15,2026-03-15,19
006292768261,Mountain Dermatology Center for Excellence,Dermatology,MA,5,Discovery,0.20,102800.00,EHR + PM,Inbound Web,Sarah Chen,Northeast,2025-10-09,2026-01-28,26
006403520021,Metro Orthopedic Clinic,Orthopedic Surgery,IL,3,Verbal Commit,0.85,99800.00,EHR + PM,Partner,David Kim,Midwest,2025-10-13,2026-04-01,31
006211634039,Valley Podiatry Healthcare Partners,Podiatry,SD,1,Prospecting,0.10,51000.00,EHR,Inbound Web,David Kim,Midwest,2026-02-02,2026-04-27,10
006785684770,Bay Area Ophthalmology Specialty Group,Ophthalmology,AZ,2,Demo Complete,0.40,89700.00,EHR + PM,Referral,Jennifer Ruiz,Southwest,2025-11-28,2026-02-28,10
006276424772,Lakeside Gastroenterology Practice,Gastroenterology,VA,5,Prospecting,0.10,106700.00,Full Suite,Outbound BDR,Marcus Williams,Southeast,2026-02-12,2026-04-21,4
006777669090,Bay Area Urology Center for Excellence,Urology,AK,3,Demo Complete,0.40,74300.00,EHR + PM,Existing Customer Expansion,Alex Morrison,West,2026-01-28,2026-06-11,14
006130249261,Highland Ophthalmology Specialty Group,Ophthalmology,RI,3,Negotiation,0.70,76900.00,EHR + PM,Conference,Sarah Chen,Northeast,2026-02-08,2026-04-27,4
006846417788,River Dermatology Medical Associates,Dermatology,IA,3,Proposal Sent,0.55,36700.00,Full Suite,Webinar,David Kim,Midwest,2026-02-02,2026-04-30,4
006129321905,Mountain Urology Practice,Urology,OR,1,Discovery,0.20,40000.00,EHR + PM + RCM,Partner,Alex Morrison,West,2025-10-26,2026-04-09,21
006734384655,Palm Urology Clinic,Urology,TX,2,Prospecting,0.10,50000.00,RCM Only,Existing Customer Expansion,Jennifer Ruiz,Southwest,2026-02-13,2026-06-25,1
006937489574,Valley Gastroenterology Center for Excellence,Gastroenterology,WA,12,Closed Lost,0.00,81400.00,EHR + PM,Webinar,Alex Morrison,West,2026-01-26,2026-05-02,6
006964243781,Coastal Plastic Practice,Plastic Surgery,MI,5,Demo Scheduled,0.30,72200.00,EHR + PM + RCM,Inbound Web,David Kim,Midwest,2026-02-15,2026-07-17,12
006631610043,Palm Ophthalmology Medical Practice,Ophthalmology,ME,1,Prospecting,0.10,116100.00,EHR + PM + RCM,Inbound Web,Sarah Chen,Northeast,2025-12-31,2026-05-30,33
006170192497,Coastal Podiatry Center for Excellence,Podiatry,AZ,5,Prospecting,0.10,29800.00,EHR + PM,Content Download,Jennifer Ruiz,Southwest,2026-01-08,2026-02-15,33
006874199557,Premier Urology Healthcare Partners,Urology,VT,3,Discovery,0.20,44800.00,EHR + PM,Conference,Sarah Chen,Northeast,2026-01-19,2026-03-12,29
006863642676,Sunrise Dermatology Specialists,Dermatology,LA,3,Demo Scheduled,0.30,109000.00,EHR + PM,Content Download,Marcus Williams,Southeast,2025-09-09,2025-11-13,17
006636837880,Premier Urology Medical Practice,Urology,KS,3,Discovery,0.20,41500.00,EHR + PM + RCM,Referral,David Kim,Midwest,2025-11-20,2026-01-27,44
006369054184,Heritage Orthopedic Healthcare Partners,Orthopedic Surgery,KS,1,Proposal Sent,0.55,124900.00,EHR,Inbound Web,David Kim,Midwest,2025-12-16,2026-05-16,40
006215053393,Valley Orthopedic Clinic,Orthopedic Surgery,AZ,3,Closed Won,1.00,172000.00,EHR + PM,Existing Customer Expansion,Jennifer Ruiz,Southwest,2026-01-06,2026-04-29,42
006700950511,Advanced Otolaryngology Specialty Group,Otolaryngology,OR,2,Discovery,0.20,75700.00,Full Suite,Outbound BDR,Alex Morrison,West,2025-10-13,2026-02-21,21
006956418345,Advanced Gastroenterology Practice,Gastroenterology,MO,12,Prospecting,0.10,123000.00,EHR + PM,Conference,David Kim,Midwest,2025-12-12,2026-02-05,21
006636619410,Metro Plastic Specialty Group,Plastic Surgery,MS,12,Negotiation,0.70,122300.00,EHR + PM,Referral,Marcus Williams,Southeast,2025-12-23,2026-02-24,29
006455480079,Premier Urology Specialty Group,Urology,LA,3,Negotiation,0.70,114700.00,EHR + PM,Referral,Marcus Williams,Southeast,2025-10-09,2026-02-05,10
006683735948,Coastal Plastic Center for Excellence,Plastic Surgery,KS,3,Prospecting,0.10,89700.00,EHR + PM,Webinar,David Kim,Midwest,2026-01-04,2026-06-04,25
006640942457,Central Urology Specialists,Urology,NM,1,Prospecting,0.10,120700.00,EHR + PM,Existing Customer Expansion,Jennifer Ruiz,Southwest,2026-01-17,2026-05-24,24
006839080625,Highland Otolaryngology Practice,Otolaryngology,OH,3,Verbal Commit,0.85,54400.00,EHR + PM,Partner,David Kim,Midwest,2025-12-08,2026-05-22,38
006738003384,Palm Orthopedic Healthcare Partners,Orthopedic Surgery,CA,1,Demo Scheduled,0.30,75200.00,Full Suite,Outbound BDR,Alex Morrison,West,2026-02-16,2026-07-17,7
006946234850,Sunrise Pain Institute,Pain Management,MS,2,Demo Scheduled,0.30,81700.00,EHR + PM,Partner,Marcus Williams,Southeast,2025-11-20,2026-03-20,2
006307900473,Premier Urology Specialists,Urology,SD,2,Discovery,0.20,125500.00,Full Suite,Content Download,David Kim,Midwest,2025-12-18,2026-05-05,7
006775453694,Central Orthopedic Specialists,Orthopedic Surgery,AZ,5,Prospecting,0.10,95600.00,EHR + PM,Referral,Jennifer Ruiz,Southwest,2025-10-05,2026-01-25,15
006420358936,Lakeside Dermatology Institute,Dermatology,MS,2,Discovery,0.20,119200.00,EHR + PM,Partner,Marcus Williams,Southeast,2025-11-27,2026-04-15,21
006470654754,Sunrise Otolaryngology Specialty Group,Otolaryngology,GA,12,Negotiation,0.70,75200.00,EHR + PM,Content Download,Marcus Williams,Southeast,2025-09-20,2025-12-14,20
006565291034,Palm Otolaryngology Institute,Otolaryngology,ID,2,Discovery,0.20,76600.00,EHR,Partner,Alex Morrison,West,2026-02-04,2026-07-20,7
006408339438,Central Orthopedic Medical Practice,Orthopedic Surgery,MI,3,Proposal Sent,0.55,197400.00,EHR + PM,Partner,David Kim,Midwest,2026-01-07,2026-06-28,25
006519255865,Metro Dermatology Specialists,Dermatology,WY,1,Prospecting,0.10,78700.00,Full Suite,Inbound Web,Alex Morrison,West,2026-01-17,2026-06-20,18
006272484258,Highland Plastic Center for Excellence,Plastic Surgery,WV,3,Discovery,0.20,81400.00,EHR + PM,Inbound Web,Marcus Williams,Southeast,2026-01-29,2026-03-26,4
006785932156,Highland Otolaryngology Center for Excellence,Otolaryngology,TN,1,Closed Won,1.00,91900.00,EHR + PM,Conference,Marcus Williams,Southeast,2025-10-30,2026-02-25,31
006942229975,Sunrise Podiatry Institute,Podiatry,MN,3,Demo Scheduled,0.30,49500.00,Full Suite,Partner,David Kim,Midwest,2026-01-04,2026-06-10,23
006684658481,Heritage Gastroenterology Medical Associates,Gastroenterology,MS,3,Discovery,0.20,80900.00,EHR + PM,Partner,Marcus Williams,Southeast,2025-09-13,2026-01-08,9
006379884507,River Orthopedic Specialty Group,Orthopedic Surgery,CT,2,Discovery,0.20,194400.00,EHR + PM + RCM,Content Download,Sarah Chen,Northeast,2026-01-08,2026-06-04,21
006188801323,Lakeside Gastroenterology Specialty Group,Gastroenterology,AK,3,Discovery,0.20,87500.00,EHR + PM + RCM,Inbound Web,Alex Morrison,West,2026-02-01,2026-07-27,8
006253060471,Highland Dermatology Center for Excellence,Dermatology,WA,8,Demo Complete,0.40,40300.00,EHR + PM,Partner,Alex Morrison,West,2026-01-16,2026-07-10,14
006760212244,Premier Urology Medical Center,Urology,OR,1,Prospecting,0.10,60600.00,EHR + PM + RCM,Referral,Alex Morrison,West,2025-11-17,2026-03-18,18
006342352927,Premier Ophthalmology Medical Center,Ophthalmology,NH,1,Prospecting,0.10,149100.00,EHR + PM + RCM,Webinar,Sarah Chen,Northeast,2026-02-23,2026-07-24,5
006360556373,Summit Plastic Medical Associates,Plastic Surgery,MO,1,Demo Complete,0.40,116200.00,EHR + PM,Conference,David Kim,Midwest,2025-09-07,2026-02-04,27
006856598893,Summit Dermatology Practice,Dermatology,VT,3,Demo Complete,0.40,91700.00,Full Suite,Content Download,Sarah Chen,Northeast,2025-12-11,2026-04-02,26
006954752619,Heritage Gastroenterology Practice,Gastroenterology,ME,1,Discovery,0.20,64900.00,RCM Only,Referral,Sarah Chen,Northeast,2025-10-25,2026-04-20,6
006522179900,Mountain Dermatology Specialists,Dermatology,MS,1,Discovery,0.20,93400.00,Full Suite,Content Download,Marcus Williams,Southeast,2026-02-12,2026-06-30,13
006301220676,Metro Dermatology Clinic,Dermatology,FL,1,Demo Scheduled,0.30,89800.00,Full Suite,Partner,Marcus Williams,Southeast,2025-10-27,2026-03-15,1
006912863891,Highland Otolaryngology Medical Center,Otolaryngology,GA,12,Demo Scheduled,0.30,83100.00,EHR + PM + RCM,Inbound Web,Marcus Williams,Southeast,2025-09-26,2025-12-16,44
006275268766,Highland Otolaryngology Specialists,Otolaryngology,VT,12,Verbal Commit,0.85,80900.00,EHR + PM,Webinar,Sarah Chen,Northeast,2025-12-22,2026-03-18,39
006128124222,Valley Ophthalmology Specialists,Ophthalmology,MN,8,Negotiation,0.70,101000.00,EHR + PM,Conference,David Kim,Midwest,2025-12-19,2026-01-30,29
006519069112,Central Podiatry Specialty Group,Podiatry,NV,2,Closed Won,1.00,69400.00,Full Suite,Referral,Alex Morrison,West,2025-09-05,2025-12-20,44
006144860586,Advanced Ophthalmology Medical Associates,Ophthalmology,VT,1,Prospecting,0.10,143700.00,EHR + PM + RCM,Webinar,Sarah Chen,Northeast,2026-01-17,2026-07-15,39
006417332577,Central Dermatology Center for Excellence,Dermatology,NE,3,Demo Complete,0.40,90100.00,EHR + PM + RCM,Outbound BDR,David Kim,Midwest,2025-11-24,2026-03-07,26
006628118920,Bay Area Otolaryngology Practice,Otolaryngology,VT,3,Demo Scheduled,0.30,32500.00,EHR,Existing Customer Expansion,Sarah Chen,Northeast,2026-01-29,2026-06-17,16
006574610425,Central Gastroenterology Center for Excellence,Gastroenterology,ME,12,Discovery,0.20,67800.00,EHR + PM,Content Download,Sarah Chen,Northeast,2025-11-19,2026-05-06,36
006905572903,Metro Pain Medical Associates,Pain Management,NM,20,Closed Won,1.00,53300.00,Full Suite,Partner,Jennifer Ruiz,Southwest,2025-09-07,2026-02-08,30
006981813273,Valley Gastroenterology Medical Associates,Gastroenterology,NM,2,Demo Scheduled,0.30,107000.00,EHR + PM + RCM,Partner,Jennifer Ruiz,Southwest,2025-10-17,2025-12-10,18
006430211266,Premier Ophthalmology Medical Associates,Ophthalmology,VT,2,Prospecting,0.10,97700.00,EHR + PM,Conference,Sarah Chen,Northeast,2026-02-23,2026-08-14,4
006901681630,Advanced Ophthalmology Institute,Ophthalmology,WV,1,Prospecting,0.10,97600.00,RCM Only,Conference,Marcus Williams,Southeast,2025-11-09,2026-02-02,21
006166455510,Highland Otolaryngology Practice,Otolaryngology,RI,3,Demo Complete,0.40,43000.00,EHR,Content Download,Sarah Chen,Northeast,2026-02-07,2026-07-08,13
006183794561,River Gastroenterology Institute,Gastroenterology,NY,5,Demo Scheduled,0.30,158600.00,EHR,Conference,Sarah Chen,Northeast,2025-12-28,2026-05-04,11
006205824354,Metro Gastroenterology Institute,Gastroenterology,AZ,5,Discovery,0.20,107700.00,EHR,Webinar,Jennifer Ruiz,Southwest,2025-10-10,2026-04-08,3
006165918216,Coastal Ophthalmology Practice,Ophthalmology,CA,12,Negotiation,0.70,149700.00,EHR + PM + RCM,Referral,Alex Morrison,West,2026-02-20,2026-07-04,4
006441346137,Metro Gastroenterology Clinic,Gastroenterology,AZ,3,Prospecting,0.10,96500.00,EHR + PM + RCM,Referral,Jennifer Ruiz,Southwest,2026-02-16,2026-05-06,3
006401590048,Highland Gastroenterology Clinic,Gastroenterology,PA,5,Proposal Sent,0.55,132500.00,EHR + PM + RCM,Webinar,Sarah Chen,Northeast,2025-12-22,2026-03-13,21
006691909789,Mountain Pain Clinic,Pain Management,NM,8,Demo Complete,0.40,48300.00,RCM Only,Conference,Jennifer Ruiz,Southwest,2025-12-27,2026-03-03,26
006270879806,Metro Urology Specialists,Urology,OK,3,Discovery,0.20,58000.00,RCM Only,Content Download,Jennifer Ruiz,Southwest,2026-01-18,2026-05-27,37
006386998298,Mountain Otolaryngology Specialty Group,Otolaryngology,CT,1,Proposal Sent,0.55,76100.00,EHR + PM,Conference,Sarah Chen,Northeast,2025-10-12,2026-01-06,14
006976913963,Advanced Ophthalmology Specialists,Ophthalmology,AZ,3,Discovery,0.20,85600.00,EHR + PM,Content Download,Jennifer Ruiz,Southwest,2025-12-10,2026-02-06,3
006422968323,Lakeside Plastic Medical Practice,Plastic Surgery,NJ,3,Prospecting,0.10,126200.00,EHR + PM,Content Download,Sarah Chen,Northeast,2025-11-01,2026-04-23,4
006637214520,River Otolaryngology Specialists,Otolaryngology,KY,3,Discovery,0.20,82800.00,EHR + PM,Partner,Marcus Williams,Southeast,2025-10-06,2026-03-08,34
006103079115,Summit Podiatry Medical Associates,Podiatry,NE,3,Prospecting,0.10,27000.00,EHR,Partner,David Kim,Midwest,2025-09-03,2026-01-26,24
006758108692,River Dermatology Specialists,Dermatology,NJ,5,Closed Lost,0.00,97500.00,EHR + PM + RCM,Webinar,Sarah Chen,Northeast,2025-12-26,2026-06-21,32
006171675574,Valley Plastic Specialists,Plastic Surgery,CT,8,Prospecting,0.10,109500.00,Full Suite,Content Download,Sarah Chen,Northeast,2025-12-11,2026-02-05,11
006825849485,Valley Urology Center for Excellence,Urology,AL,3,Closed Won,1.00,75100.00,EHR + PM,Inbound Web,Marcus Williams,Southeast,2026-01-06,2026-04-23,29
006119644468,Central Otolaryngology Medical Associates,Otolaryngology,NM,3,Discovery,0.20,48700.00,Full Suite,Referral,Jennifer Ruiz,Southwest,2025-10-08,2026-02-23,39
006358430757,Advanced Plastic Specialty Group,Plastic Surgery,ID,3,Prospecting,0.10,115800.00,EHR + PM,Conference,Alex Morrison,West,2025-10-29,2026-02-04,34
006397722997,Lakeside Plastic Specialty Group,Plastic Surgery,WV,2,Discovery,0.20,129600.00,EHR + PM,Inbound Web,Marcus Williams,Southeast,2025-11-04,2026-02-14,5
006387609417,Premier Dermatology Specialists,Dermatology,SC,1,Negotiation,0.70,101300.00,EHR + PM,Inbound Web,Marcus Williams,Southeast,2026-02-21,2026-06-25,2
006296168555,Mountain Orthopedic Medical Center,Orthopedic Surgery,AZ,2,Prospecting,0.10,105500.00,EHR + PM,Existing Customer Expansion,Jennifer Ruiz,Southwest,2026-02-10,2026-03-18,6
006113441282,Lakeside Pain Specialists,Pain Management,TX,20,Demo Scheduled,0.30,55100.00,EHR + PM,Content Download,Jennifer Ruiz,Southwest,2025-12-29,2026-04-02,41
006427158320,Premier Otolaryngology Medical Practice,Otolaryngology,VT,3,Demo Scheduled,0.30,84300.00,EHR + PM,Partner,Sarah Chen,Northeast,2025-10-27,2026-02-21,38
006425192408,River Podiatry Medical Center,Podiatry,MS,5,Closed Won,1.00,63800.00,EHR + PM,Conference,Marcus Williams,Southeast,2025-10-23,2026-03-15,28
006389728577,Central Ophthalmology Medical Practice,Ophthalmology,VT,2,Proposal Sent,0.55,124800.00,Full Suite,Outbound BDR,Sarah Chen,Northeast,2026-01-04,2026-04-26,4
006422969452,Mountain Dermatology Specialty Group,Dermatology,MT,1,Demo Scheduled,0.30,109300.00,EHR + PM + RCM,Partner,Alex Morrison,West,2025-12-06,2026-04-12,5
006140954011,Bay Area Dermatology Specialty Group,Dermatology,MT,2,Proposal Sent,0.55,108300.00,EHR + PM + RCM,Existing Customer Expansion,Alex Morrison,West,2025-11-21,2026-01-04,24
006196796312,Bay Area Dermatology Medical Center,Dermatology,OH,2,Prospecting,0.10,40500.00,Full Suite,Webinar,David Kim,Midwest,2025-09-28,2026-02-22,19
006224686174,Mountain Podiatry Specialty Group,Podiatry,VA,20,Prospecting,0.10,70000.00,RCM Only,Inbound Web,Marcus Williams,Southeast,2025-11-08,2026-04-08,17
006383067301,Advanced Urology Practice,Urology,WY,3,Demo Complete,0.40,92600.00,Full Suite,Outbound BDR,Alex Morrison,West,2025-11-18,2026-02-19,2
006668901871,Heritage Dermatology Practice,Dermatology,NC,1,Proposal Sent,0.55,73100.00,RCM Only,Webinar,Marcus Williams,Southeast,2025-10-10,2026-04-04,43
006285482875,Heritage Orthopedic Medical Center,Orthopedic Surgery,WY,3,Prospecting,0.10,65000.00,Full Suite,Referral,Alex Morrison,West,2025-10-13,2026-01-27,6
006108773264,Advanced Pain Medical Associates,Pain Management,MT,8,Demo Complete,0.40,27700.00,EHR + PM,Referral,Alex Morrison,West,2025-11-09,2026-04-21,33
006664324978,Metro Orthopedic Medical Practice,Orthopedic Surgery,OH,1,Prospecting,0.10,196100.00,Full Suite,Outbound BDR,David Kim,Midwest,2026-02-14,2026-07-03,12
006110170206,Palm Pain Practice,Pain Management,OR,8,Prospecting,0.10,82900.00,Full Suite,Outbound BDR,Alex Morrison,West,2025-10-11,2025-12-02,19
006560861137,Summit Podiatry Specialty Group,Podiatry,FL,2,Demo Complete,0.40,24800.00,EHR + PM + RCM,Partner,Marcus Williams,Southeast,2025-10-29,2026-01-26,22
006282652398,Coastal Dermatology Specialists,Dermatology,TX,1,Discovery,0.20,94300.00,EHR + PM,Outbound BDR,Jennifer Ruiz,Southwest,2025-12-10,2026-04-20,8
006228032796,Coastal Urology Center for Excellence,Urology,CT,5,Demo Scheduled,0.30,56100.00,EHR + PM + RCM,Outbound BDR,Sarah Chen,Northeast,2025-10-27,2025-12-14,45
